prod_id,list_price,num_reviews,star_rating,val_star_rating,play_star_rating,review_difficulty_id,country_id
70364,10.13,1,4.0,2.0,5.0,2,4
70363,10.13,0,,,,1,4
70337,10.13,2,3.5,4.0,3.5,3,4
70339,10.13,2,4.0,4.0,4.0,2,4
70338,10.13,1,5.0,4.0,5.0,2,4
70336,10.13,0,,,,1,4
853516,14.03,0,,,,1,4
70372,3.11,8,3.4,3.3,3.1,2,4
70618,155.99,52,4.9,4.8,4.7,5,4
70620,272.99,88,4.9,4.8,4.8,5,4
70617,101.39,15,4.8,4.8,4.5,4,4
70656,77.99,9,4.9,4.8,4.6,4,4
70616,77.99,6,4.8,4.7,4.8,4,4
70632,77.99,11,4.5,4.4,4.7,4,4
70643,70.19,6,4.2,4.2,3.8,4,4
70615,70.19,19,4.2,4.6,3.6,4,4
70613,58.49,8,4.5,4.5,4.3,4,4
70614,58.49,8,5.0,4.6,4.7,4,4
70631,50.69,7,4.3,5.0,4.7,4,4
70612,50.69,29,4.7,4.5,4.6,4,4
70642,42.89,2,4.0,4.5,4.5,4,4
70611,38.99,21,4.5,4.8,4.6,4,4
70640,38.99,0,,,,1,4
70641,38.99,4,4.8,4.3,4.3,5,4
70639,31.19,3,4.7,4.3,5.0,4,4
70608,31.19,10,4.0,3.6,3.5,3,4
70610,31.19,8,4.6,4.5,4.2,4,4
70609,31.19,6,4.3,4.2,4.4,3,4
70638,19.49,3,5.0,5.0,5.0,4,4
70629,19.49,8,3.6,4.1,4.1,3,4
70607,19.49,18,4.6,4.5,4.6,3,4
70628,10.13,1,5.0,5.0,5.0,2,4
70633,10.13,0,,,,1,4
70635,10.13,1,4.0,3.0,4.0,2,4
70637,10.13,2,5.0,3.5,5.0,3,4
70636,10.13,0,,,,1,4
70606,10.13,11,4.7,4.8,4.5,3,4
70634,10.13,0,,,,1,4
70605,77.99,8,4.5,4.1,4.6,4,4
70592,38.99,6,4.8,4.8,4.8,4,4
70624,31.19,5,4.6,4.0,4.2,4,4
70623,31.19,7,4.6,4.1,4.4,4,4
70603,31.19,8,4.0,4.1,3.9,4,4
70601,19.49,12,4.2,3.8,4.1,3,4
70621,10.13,7,4.7,4.8,4.3,3,4
2000431,588.89,8,3.4,2.9,3.7,4,4
2000409,378.29,2,5.0,5.0,5.0,3,4
2000414,28.85,10,3.9,3.3,3.9,3,4
2000430,616.19,7,4.6,3.6,4.7,3,4
75889,101.39,2,5.0,4.5,5.0,4,4
75888,31.19,4,4.8,4.8,5.0,4,4
75884,14.81,9,4.9,4.8,4.8,3,4
75886,14.81,3,5.0,5.0,5.0,3,4
75885,14.81,13,4.5,4.5,4.5,4,4
75883,101.39,8,4.6,4.3,4.6,4,4
75881,31.19,12,4.8,4.4,4.5,3,4
75887,14.81,3,5.0,5.0,5.0,3,4
75877,14.03,12,4.6,4.4,4.5,3,4
75880,14.03,10,4.9,4.7,4.7,3,4
75879,14.03,11,4.7,4.7,4.8,3,4
75878,14.03,19,4.9,4.8,4.7,3,4
75871,14.03,28,4.4,4.4,4.5,3,4
75872,14.03,9,4.7,4.9,4.9,4,4
75212,155.99,4,4.0,3.8,4.0,4,4
75211,70.19,7,4.7,3.7,5.0,4,4
75210,38.99,2,4.5,3.5,4.0,3,4
75537,31.19,0,,,,1,4
75208,27.29,7,4.6,4.3,4.4,3,4
75209,27.29,4,4.8,4.3,4.5,3,4
75536,23.39,3,4.7,4.3,3.5,3,4
75535,23.39,0,,,,1,4
75206,13.25,4,4.3,4.5,4.3,2,4
75207,13.25,5,5.0,4.3,4.5,2,4
75159,467.99,84,3.9,3.5,4.5,5,4
75060,179.39,201,4.8,4.5,3.9,5,4
75190,140.39,31,4.8,4.4,4.6,4,4
75189,132.59,34,4.3,3.8,4.0,5,4
75188,109.19,23,4.6,4.0,4.7,4,4
75187,101.39,79,4.8,4.6,4.6,4,4
75156,93.59,39,4.4,4.4,4.2,4,4
75186,85.79,5,4.8,4.4,4.8,5,4
75179,77.99,22,4.6,3.9,4.5,4,4
75102,77.99,71,4.7,4.1,4.7,4,4
75202,77.99,4,4.3,4.0,4.5,3,4
75155,77.99,56,4.6,3.9,4.6,4,4
75180,77.99,3,4.7,3.7,5.0,4,4
75185,70.19,6,4.3,4.4,4.2,5,4
75172,58.49,51,4.7,4.4,4.8,4,4
75532,54.59,11,4.5,4.4,4.2,5,4
75177,50.69,9,4.0,3.8,3.9,5,4
75178,50.69,12,4.3,3.6,4.4,3,4
75205,38.99,14,3.5,3.3,4.0,3,4
75201,38.99,37,1.8,1.8,2.2,3,4
75530,35.09,5,3.6,3.4,4.3,4,4
75204,31.19,13,4.5,4.2,4.9,3,4
75174,31.19,27,4.6,4.1,4.6,3,4
75176,31.19,14,4.7,3.7,4.6,3,4
75200,27.29,25,4.5,4.1,4.1,3,4
75199,27.29,19,2.6,1.9,3.4,3,4
75183,23.39,38,4.7,4.7,4.5,3,4
75168,23.39,37,4.5,4.3,4.3,3,4
75182,23.39,27,4.6,4.4,4.6,3,4
75169,23.39,32,4.4,4.4,4.4,3,4
75529,23.39,7,4.7,3.9,4.1,3,4
75117,23.39,12,4.5,4.4,4.4,3,4
75528,23.39,3,4.7,4.7,4.7,3,4
75531,23.39,3,4.0,4.0,3.3,2,4
75196,19.49,3,4.3,4.0,4.0,3,4
75195,19.49,4,4.5,4.5,4.5,3,4
75526,19.49,1,4.0,4.0,4.0,3,4
75198,13.25,14,4.1,4.1,4.2,3,4
75197,13.25,15,4.1,3.9,3.8,2,4
75167,13.25,40,4.7,4.8,4.5,2,4
75166,13.25,25,4.6,4.3,4.3,2,4
75193,10.13,9,4.7,4.7,4.7,3,4
75194,10.13,3,4.3,4.0,4.7,3,4
75160,10.13,6,4.8,4.8,4.8,3,4
75161,10.13,4,4.5,4.5,4.3,3,4
75144,179.39,87,4.3,4.1,3.3,5,4
75191,101.39,15,4.7,4.3,4.7,4,4
75534,38.99,6,5.0,4.0,4.6,4,4
75533,31.19,4,4.8,4.0,4.8,4,4
75173,19.49,27,4.5,4.3,4.3,3,4
75181,194.99,1,5.0,5.0,5.0,6,4
75192,701.99,198,4.8,4.4,4.0,5,4
75119,23.39,3,3.7,3.0,4.0,4,4
75524,23.39,1,4.0,3.0,4.0,3,4
75525,23.39,1,5.0,5.0,5.0,2,4
75165,13.25,36,4.0,3.7,4.2,3,4
75095,179.39,94,4.7,4.3,4.0,4,4
75104,116.99,67,4.1,3.8,4.0,4,4
75154,70.19,39,4.6,3.6,4.5,4,4
75139,58.49,47,4.1,3.2,4.3,3,4
75171,50.69,19,3.8,2.7,4.3,3,4
75148,58.49,24,3.6,2.7,3.7,4,4
75147,46.79,12,3.6,3.5,3.8,3,4
75184,38.99,26,3.2,2.7,3.5,3,4
75170,31.19,25,3.8,3.1,3.7,3,4
75111,31.19,25,4.7,4.3,4.5,4,4
75120,23.39,12,4.1,3.9,3.6,3,4
75118,23.39,10,4.1,3.5,4.5,3,4
75109,23.39,5,4.4,3.2,4.2,3,4
75121,23.39,4,4.8,4.8,5.0,3,4
75099,19.49,70,4.4,4.0,4.3,3,4
75107,19.49,10,3.7,4.4,4.2,3,4
75523,23.39,1,5.0,4.0,4.0,3,4
75116,23.39,1,5.0,5.0,5.0,3,4
75114,19.49,10,4.7,4.3,4.4,2,4
75164,13.25,10,4.7,4.1,4.2,2,4
75132,12.47,38,3.9,3.8,4.1,2,4
75131,12.47,16,4.5,4.3,4.3,2,4
75162,10.13,7,4.7,4.6,4.5,2,4
75125,10.13,9,4.3,4.2,4.1,3,4
75163,10.13,4,4.3,4.0,4.0,2,4
75128,10.13,11,4.6,4.7,4.5,3,4
75126,10.13,11,4.5,4.5,4.5,3,4
42070,288.59,45,3.5,2.9,3.7,5,4
42056,272.99,143,4.7,4.3,4.2,5,4
42055,257.39,75,4.6,4.6,3.9,5,4
42069,187.19,19,4.9,4.7,4.5,4,4
42078,179.39,22,4.7,4.7,4.5,4,4
42066,148.19,7,4.9,4.7,4.0,5,4
42064,116.99,14,4.6,4.8,4.6,5,4
42077,109.19,8,4.4,4.1,4.1,4,4
42065,101.39,28,4.5,4.2,4.6,3,4
42068,101.39,12,4.8,4.6,4.0,4,4
42076,85.79,5,4.2,4.2,3.8,4,4
42063,58.49,12,4.7,4.4,4.2,4,4
42062,58.49,8,4.8,4.3,4.7,3,4
42075,50.69,1,5.0,4.0,5.0,3,4
42074,38.99,5,4.8,4.2,4.0,4,4
42060,31.19,10,4.8,4.6,4.6,3,4
8293,31.19,57,4.5,3.9,4.6,3,4
42072,19.49,1,5.0,5.0,5.0,1,4
42073,19.49,2,4.0,3.5,4.5,3,4
42059,19.49,7,4.7,4.6,4.4,3,4
42057,19.49,9,4.7,4.8,4.3,3,4
42058,19.49,2,4.0,4.0,4.5,3,4
42071,19.49,2,5.0,5.0,5.0,5,4
42084,14.81,2,4.5,4.5,4.5,3,4
42054,179.39,18,4.8,4.6,4.3,5,4
42052,140.39,19,4.3,4.4,4.0,5,4
42039,124.79,23,4.8,4.7,4.6,5,4
42053,116.99,18,4.8,4.8,4.6,4,4
42037,54.59,16,4.6,4.3,4.5,4,4
42049,50.69,9,4.3,4.1,4.1,4,4
42036,38.99,15,4.9,4.6,4.7,4,4
42061,38.99,6,4.8,4.8,4.6,4,4
42033,19.49,8,4.6,4.1,4.7,3,4
42032,19.49,9,4.6,4.6,4.8,4,4
42045,19.49,5,4.8,5.0,4.8,3,4
42044,12.47,5,4.6,4.6,4.6,4,4
42031,11.69,4,4.8,4.8,3.8,3,4
70912,140.39,20,3.8,3.3,3.5,4,4
70917,124.79,18,4.6,4.6,4.6,4,4
70909,101.39,23,4.7,4.3,4.7,4,4
70916,85.79,4,4.0,3.8,4.0,4,4
70905,58.49,20,4.8,4.3,4.6,4,4
70906,50.69,19,4.7,4.2,4.4,4,4
70914,50.69,6,4.0,3.0,3.7,4,4
70911,31.19,24,4.8,4.4,4.5,3,4
70903,31.19,18,4.2,4.4,4.2,3,4
70910,19.49,8,4.4,4.1,4.1,4,4
70901,19.49,19,4.6,4.4,4.1,3,4
853638,17.15,19,2.9,2.8,2.1,2,4
70913,13.25,7,4.1,4.4,4.0,3,4
70900,13.25,18,4.7,4.6,4.5,3,4
70908,77.99,15,4.7,4.0,4.8,4,4
70907,70.19,10,3.8,2.7,4.3,3,4
70915,58.49,6,4.8,4.8,4.7,4,4
70904,35.09,13,4.4,4.1,3.9,4,4
70902,19.49,27,4.5,4.2,4.2,3,4
21030,121.38,23,4.6,4.3,3.6,4,5
21035,86.6,14,4.6,4.1,3.2,5,5
21039,71.3,7,4.9,4.4,3.7,4,5
21029,61.1,24,4.7,4.3,4.4,4,5
21028,61.1,37,4.2,4.1,3.7,4,5
21034,50.9,23,4.7,4.1,3.6,4,5
21033,50.9,11,4.8,4.5,3.6,4,5
21019,40.7,53,4.6,4.4,3.2,4,5
21036,40.7,14,4.4,3.6,4.1,4,5
21032,35.6,7,4.6,4.2,4.2,3,5
17101,192.78,63,3.4,3.5,3.8,4,5
41597,35.6,14,4.6,4.9,4.5,4,5
41614,25.4,1,5.0,5.0,3.0,3,5
41613,25.4,1,5.0,5.0,5.0,2,5
41609,12.14,1,3.0,4.0,2.0,2,5
41608,12.14,1,4.0,4.0,2.0,2,5
41604,12.14,3,4.7,4.5,4.0,4,5
41605,12.14,2,5.0,5.0,3.0,3,5
41606,12.14,1,5.0,5.0,5.0,3,5
41607,12.14,1,5.0,,,1,5
40271,12.14,4,5.0,4.5,2.0,3,5
41599,12.14,5,5.0,5.0,4.6,3,5
41598,12.14,3,4.0,3.0,2.7,2,5
41603,12.14,5,5.0,4.8,4.3,3,5
40270,12.14,7,4.9,4.7,3.2,3,5
41602,12.14,3,5.0,4.5,4.5,3,5
41601,12.14,2,5.0,4.0,3.5,3,5
41600,12.14,1,4.0,3.0,1.0,2,5
41611,25.4,1,5.0,5.0,3.0,3,5
41610,25.4,0,,,,1,5
60177,12.14,2,4.5,5.0,4.5,3,5
60052,213.18,35,4.4,3.8,4.7,4,5
60162,151.98,1,5.0,4.0,5.0,4,5
60051,141.78,45,4.4,4.0,4.4,4,5
60141,121.38,10,4.7,4.0,4.2,3,5
60110,121.38,16,4.6,4.6,4.5,4,5
60161,121.38,6,4.3,4.0,4.5,4,5
60167,121.38,3,3.7,3.3,3.3,4,5
60188,101.9,1,5.0,5.0,5.0,1,5
60174,91.7,8,4.6,4.0,4.4,4,5
60169,86.6,4,5.0,4.3,5.0,4,5
60140,71.3,9,3.3,3.6,3.9,3,5
60160,61.1,3,5.0,4.7,4.7,4,5
60166,61.1,8,4.4,4.0,4.4,5,5
60173,61.1,2,4.0,2.5,4.5,4,5
60153,50.9,10,4.1,3.6,4.3,2,5
60139,50.9,10,4.0,3.3,3.9,3,5
60154,50.9,16,3.3,2.7,3.6,3,5
60175,50.9,0,,,,1,5
60186,50.9,1,5.0,4.0,4.0,4,5
60182,35.6,7,5.0,5.0,5.0,3,5
60138,35.6,14,4.2,4.1,4.2,4,5
60165,35.6,2,5.0,5.0,4.5,2,5
60108,35.6,8,3.9,3.8,4.2,4,5
60159,35.6,5,4.8,4.6,4.8,3,5
60183,35.6,7,4.7,4.7,4.4,3,5
60172,35.6,0,,,,1,5
60180,25.4,4,5.0,5.0,5.0,4,5
60150,25.4,35,4.9,4.8,4.6,3,5
60148,25.4,12,4.8,4.6,4.7,3,5
60137,25.4,8,4.3,4.0,4.4,3,5
60181,25.4,7,4.4,4.2,4.3,3,5
60179,25.4,6,3.8,4.7,4.2,3,5
10751,25.4,0,,,,1,5
60164,25.4,3,4.3,4.7,4.3,3,5
60158,25.4,5,4.4,3.8,4.3,4,5
60107,23.36,11,4.5,4.1,4.5,3,5
7895,23.36,47,4.1,3.6,4.2,2,5
7499,20.3,89,2.5,2.2,2.9,3,5
60185,18.26,1,5.0,5.0,5.0,3,5
60176,18.26,1,5.0,4.0,5.0,3,5
60157,12.14,12,4.9,4.6,4.5,3,5
60163,12.14,4,5.0,4.5,4.8,2,5
7280,12.14,85,3.5,2.3,4.1,2,5
10750,12.14,0,,,,1,5
7281,12.14,40,3.9,2.8,4.1,2,5
60171,12.14,2,5.0,,,1,5
60184,12.14,2,5.0,4.0,4.5,2,5
60178,12.14,1,5.0,4.0,4.0,3,5
60170,7.04,2,4.5,5.0,4.5,2,5
60156,7.04,5,3.6,4.2,3.8,3,5
10704,40.7,2,4.5,4.5,3.5,1,5
10696,35.6,11,4.6,4.7,4.6,3,5
10703,30.5,2,4.0,4.0,5.0,4,5
10715,30.5,0,,,,1,5
10713,25.4,2,5.0,5.0,5.0,2,5
10693,23.36,8,4.9,4.9,4.8,3,5
10701,18.26,24,4.1,3.5,4.3,2,5
10692,18.26,7,4.1,4.3,4.3,3,5
10700,10.1,46,2.6,2.5,3.2,2,5
10714,10.1,6,4.7,4.3,4.7,2,5
10706,6.02,8,4.8,5.0,4.6,2,5
10708,6.02,5,4.8,4.5,4.5,3,5
10707,6.02,4,4.5,4.3,4.3,4,5
10709,6.02,3,4.7,5.0,2.7,3,5
630,2.96,180,4.8,4.6,4.0,2,5
10698,50.9,4,5.0,5.0,5.0,3,5
31069,71.3,11,3.4,3.2,3.2,4,5
31052,71.3,23,4.9,4.3,4.7,4,5
31070,61.1,14,4.5,4.3,4.2,4,5
31081,50.9,4,4.8,4.3,4.0,4,5
31068,40.7,10,3.8,3.9,3.2,4,5
31079,35.6,5,4.4,4.2,4.0,3,5
31080,35.6,2,3.5,4.0,4.0,3,5
31066,35.6,12,4.2,4.4,4.3,3,5
31067,30.5,8,4.6,4.9,4.0,4,5
31076,25.4,1,5.0,5.0,5.0,4,5
31075,25.4,1,4.0,4.0,5.0,3,5
31074,25.4,2,5.0,5.0,4.5,3,5
31062,21.32,9,4.8,4.3,4.5,4,5
31058,18.26,27,4.7,4.7,4.5,3,5
31073,18.26,5,4.4,5.0,4.7,3,5
31056,12.14,6,4.5,4.7,4.5,3,5
31057,12.14,1,4.0,4.0,4.0,3,5
31071,12.14,1,5.0,5.0,5.0,4,5
31072,12.14,0,,,,1,5
10260,182.58,62,4.6,4.3,4.4,5,5
10256,396.78,43,4.8,4.5,3.9,5,5
10255,284.58,99,4.8,4.5,4.7,5,5
10214,264.18,228,4.8,4.6,4.2,5,5
10253,264.18,64,4.6,4.6,3.7,5,5
10257,213.18,53,4.4,4.2,4.2,5,5
10247,213.18,91,4.9,4.7,4.9,5,5
10243,182.58,202,4.9,4.7,4.7,5,5
10246,182.58,177,4.6,4.4,4.4,5,5
10251,182.58,115,4.7,4.2,4.5,5,5
10258,141.78,53,4.6,4.3,4.1,4,5
10220,121.38,337,4.7,4.5,4.3,5,5
10252,101.9,66,4.9,4.7,4.5,4,5
10242,101.9,134,4.7,4.5,4.4,4,5
10249,81.5,142,3.8,3.7,3.9,4,5
70922,304.98,19,5.0,4.9,4.9,5,5
76087,141.78,13,3.7,3.0,4.1,4,5
76086,61.1,6,5.0,4.8,5.0,4,5
70921,61.1,5,3.2,2.6,3.2,4,5
76097,50.9,5,4.8,4.8,5.0,4,5
76098,40.7,6,4.8,4.5,4.5,3,5
70919,40.7,5,3.2,3.4,3.6,3,5
70920,40.7,11,4.7,4.6,4.9,4,5
10753,35.6,1,5.0,5.0,5.0,3,5
76085,30.5,9,4.2,3.9,3.9,3,5
70918,30.5,2,4.5,4.0,4.0,1,5
76096,30.5,1,5.0,5.0,5.0,4,5
70923,96.8,9,4.8,3.5,4.4,4,5
71171,121.38,6,4.3,4.0,4.7,4,5
71242,50.9,5,4.2,3.6,4.8,4,5
71264,50.9,2,4.5,3.5,4.5,3,5
71248,35.6,6,4.5,3.4,4.2,3,5
71228,35.6,7,4.7,4.3,4.4,3,5
71245,35.6,4,4.5,4.0,4.8,2,5
71247,30.5,4,5.0,4.3,5.0,3,5
71246,30.5,3,4.7,4.0,5.0,3,5
71346,30.5,0,,,,1,5
71229,30.5,2,4.0,3.5,4.0,3,5
71255,30.5,2,4.0,3.5,3.5,3,5
71349,18.26,1,5.0,5.0,5.0,3,5
71238,18.26,7,4.6,4.3,4.5,3,5
71344,18.26,1,5.0,5.0,5.0,4,5
71343,18.26,1,5.0,5.0,4.0,3,5
71251,18.26,3,4.3,4.0,3.7,3,5
71234,18.26,2,4.5,4.0,4.5,3,5
71240,18.26,2,4.0,3.5,3.5,3,5
71217,18.26,8,4.0,3.5,3.6,3,5
71287,18.26,0,,,,1,5
71203,35.6,13,4.1,3.9,4.1,4,5
71286,18.26,3,4.0,3.7,4.0,3,5
71221,18.26,7,4.3,3.7,4.1,3,5
71040,417.18,171,4.7,4.5,4.5,5,5
71042,243.78,52,4.5,4.3,3.3,4,5
41154,96.8,3,4.3,3.3,4.3,5,5
41148,86.6,5,4.0,3.8,4.0,4,5
41153,61.1,3,4.3,3.3,4.3,4,5
41150,50.9,3,4.7,4.7,4.7,3,5
41146,50.9,4,4.8,4.3,4.3,4,5
10744,50.9,2,5.0,4.5,5.0,4,5
41152,50.9,3,4.3,4.3,4.7,3,5
41145,35.6,2,5.0,4.5,5.0,4,5
10743,30.5,2,4.5,5.0,5.0,3,5
10736,30.5,3,4.7,4.7,4.7,4,5
41155,25.4,0,,,,1,5
10742,25.4,2,3.0,3.0,2.5,3,5
41151,18.26,1,5.0,5.0,5.0,4,5
10730,12.14,8,4.0,3.9,3.9,2,5
10733,12.14,3,4.7,5.0,4.3,3,5
10732,12.14,1,5.0,5.0,5.0,1,5
10731,12.14,3,5.0,4.3,4.3,3,5
40307,12.14,1,5.0,4.0,4.0,3,5
40388,12.14,1,5.0,5.0,5.0,3,5
10880,35.6,0,,,,1,5
10879,25.4,1,5.0,,,1,5
10508,141.78,22,4.1,3.7,4.6,4,5
10805,121.38,8,5.0,4.8,4.9,3,5
10840,96.8,1,5.0,4.0,4.0,3,5
10836,71.3,0,,,,1,5
10869,71.3,0,,,,1,5
10507,61.1,11,4.7,4.4,4.9,3,5
10813,61.1,1,5.0,5.0,5.0,4,5
10846,61.1,3,5.0,4.5,5.0,3,5
10835,50.9,0,,,,1,5
10844,50.9,0,,,,1,5
10841,50.9,0,,,,1,5
10864,50.9,0,,,,1,5
10827,40.7,3,5.0,5.0,5.0,2,5
10854,40.7,0,,,,1,5
10834,35.6,2,5.0,5.0,5.0,4,5
10823,35.6,3,4.3,3.3,4.3,4,5
10857,35.6,1,5.0,4.0,5.0,3,5
10863,35.6,0,,,,1,5
10876,35.6,0,,,,1,5
10868,35.6,0,,,,1,5
10878,35.6,1,5.0,5.0,5.0,2,5
10572,35.6,4,5.0,4.0,4.8,2,5
10592,30.5,2,5.0,5.0,5.0,2,5
10597,30.5,4,4.8,4.7,5.0,3,5
10845,30.5,6,2.2,3.2,2.2,4,5
10839,30.5,0,,,,1,5
10865,30.5,0,,,,1,5
10871,30.5,0,,,,1,5
10847,25.4,5,5.0,4.8,5.0,3,5
10833,25.4,2,5.0,5.0,5.0,4,5
10867,25.4,0,,,,1,5
10848,25.4,0,,,,1,5
10856,25.4,1,5.0,5.0,5.0,3,5
10877,25.4,1,4.0,4.0,3.0,1,5
10861,25.4,0,,,,1,5
10812,23.36,2,5.0,5.0,5.0,4,5
10816,23.36,6,5.0,4.7,4.8,3,5
10818,23.36,0,,,,1,5
10843,18.26,0,,,,1,5
10809,18.26,1,4.0,3.0,3.0,3,5
10862,18.26,0,,,,1,5
2304,18.26,15,4.0,3.3,4.4,3,5
10870,12.14,0,,,,1,5
10838,12.14,2,5.0,5.0,5.0,2,5
10858,12.14,0,,,,1,5
10851,6.02,0,,,,1,5
10859,6.02,0,,,,1,5
10860,6.02,0,,,,1,5
41194,71.3,2,4.5,3.0,5.0,1,5
41193,50.9,2,5.0,4.5,4.5,4,5
41192,35.6,2,4.0,3.5,4.0,4,5
41191,30.5,2,5.0,5.0,5.0,4,5
41190,18.26,2,5.0,5.0,5.0,3,5
41188,86.6,1,5.0,,,1,5
41187,61.1,6,4.3,4.2,4.5,4,5
41183,35.6,8,4.3,4.4,4.3,4,5
41186,25.4,2,5.0,3.5,5.0,4,5
41130,121.38,17,4.8,4.5,4.8,4,5
41318,111.18,4,4.8,4.0,5.0,4,5
41317,86.6,2,4.5,5.0,5.0,5,5
41314,86.6,8,4.1,3.3,4.6,4,5
41340,86.6,7,4.1,4.0,4.6,4,5
41126,81.5,5,5.0,5.0,5.0,4,5
41324,71.3,3,3.7,3.7,3.3,4,5
41339,66.2,0,,,,1,5
41313,61.1,6,4.5,4.0,4.8,3,5
41338,50.9,1,4.0,1.0,4.0,4,5
41323,50.9,4,5.0,4.5,5.0,4,5
41320,50.9,0,,,,1,5
41325,50.9,3,3.7,3.0,4.0,5,5
41335,35.6,2,5.0,5.0,5.0,5,5
41336,35.6,3,2.7,3.3,4.7,4,5
41322,35.6,2,4.5,4.5,5.0,4,5
41316,35.6,1,5.0,5.0,5.0,3,5
41311,35.6,7,4.1,3.7,3.8,3,5
41319,30.5,3,4.0,4.0,5.0,3,5
41334,30.5,1,5.0,5.0,5.0,4,5
41333,25.4,1,5.0,5.0,5.0,1,5
41332,25.4,0,,,,1,5
10749,25.4,0,,,,1,5
41315,25.4,4,4.5,4.8,5.0,3,5
41330,18.26,0,,,,1,5
41329,18.26,1,4.0,2.0,5.0,3,5
40171,15.2,2,5.0,5.0,5.0,4,5
10748,12.14,2,5.0,4.0,5.0,2,5
41328,12.14,2,5.0,5.0,4.5,3,5
41327,12.14,3,3.0,2.7,2.3,4,5
75827,417.18,130,4.8,4.7,4.7,5,5
21313,86.6,83,4.5,4.2,3.7,4,5
21310,182.58,79,5.0,4.7,4.8,4,5
21309,141.78,367,4.9,4.9,4.6,5,5
21308,61.1,23,3.3,2.7,3.6,3,5
21312,30.5,33,4.6,4.5,4.4,3,5
21314,40.7,30,4.4,3.7,4.1,3,5
10757,35.6,0,,,,1,5
10760,35.6,0,,,,1,5
10759,30.5,1,5.0,4.0,5.0,2,5
10756,27.44,0,,,,1,5
10745,61.1,1,5.0,5.0,5.0,5,5
10734,35.6,2,5.0,4.0,5.0,1,5
10754,27.44,1,4.0,4.0,5.0,1,5
10746,25.4,2,5.0,4.5,5.0,3,5
10739,25.4,2,4.5,4.0,4.5,3,5
10740,25.4,1,4.0,,,3,5
10755,25.4,0,,,,1,5
10737,18.26,2,4.5,4.0,4.0,3,5
10738,18.26,2,5.0,5.0,5.0,4,5
10758,61.1,0,,,,1,5
10761,40.7,1,5.0,4.0,5.0,2,5
75930,151.98,3,5.0,4.3,5.0,3,5
75929,96.8,2,5.0,4.0,5.0,4,5
75933,86.6,0,,,,1,5
75932,61.1,4,5.0,4.3,4.8,4,5
75931,61.1,2,3.5,2.5,3.0,3,5
75928,61.1,0,,,,1,5
75927,50.9,2,5.0,4.5,4.5,4,5
75926,30.5,2,4.5,3.5,4.0,4,5
76105,151.98,52,3.8,4.0,3.2,4,5
76108,121.38,8,5.0,4.9,4.9,4,5
76107,96.8,17,4.7,4.2,4.9,4,5
76103,50.9,3,4.0,3.7,3.7,4,5
76104,40.7,13,4.8,4.7,4.7,3,5
76102,30.5,10,4.4,4.9,4.4,3,5
76101,18.26,13,4.8,4.8,4.2,3,5
76088,71.3,6,4.3,4.0,4.7,4,5
76078,71.3,7,3.7,2.3,4.1,3,5
76084,61.1,6,4.3,4.5,4.8,3,5
76083,50.9,23,4.6,3.9,4.4,4,5
76100,40.7,7,4.7,4.8,4.7,4,5
76077,40.7,10,4.6,4.3,4.8,3,5
76082,30.5,9,3.9,4.2,3.9,3,5
76099,30.5,6,4.7,5.0,4.4,3,5
76076,30.5,10,3.7,3.9,3.9,3,5
76091,12.14,2,3.5,3.0,3.5,3,5
76090,12.14,0,,,,1,5
76089,12.14,0,,,,1,5
31313,417.18,38,4.3,3.7,4.4,5,5
45500,254.9,1,4.0,3.0,5.0,4,5
45501,131.58,6,4.3,3.0,4.0,2,5
45505,45.8,0,,,,1,5
45504,45.8,4,3.5,4.0,3.0,5,5
45506,45.8,1,5.0,5.0,5.0,2,5
45509,45.8,0,,,,1,5
45508,45.8,3,5.0,3.3,5.0,4,5
45517,40.7,2,4.0,2.5,5.0,2,5
45502,40.7,2,5.0,5.0,5.0,1,5
45503,35.6,1,5.0,,5.0,3,5
45507,25.4,0,,,,1,5
45514,20.3,0,,,,1,5
21137,304.98,11,4.5,4.2,4.3,5,5
21136,141.78,2,5.0,4.0,5.0,3,5
21134,111.18,7,4.1,3.7,4.0,4,5
21135,86.6,1,5.0,5.0,5.0,5,5
21144,71.3,4,4.8,4.3,4.7,3,5
21143,61.1,1,5.0,5.0,5.0,4,5
21142,50.9,0,,,,1,5
21130,50.9,6,4.7,4.2,4.2,3,5
21140,25.4,4,4.5,5.0,4.5,4,5
21141,25.4,2,5.0,4.5,5.0,4,5
21129,25.4,5,4.6,4.8,5.0,4,5
21123,23.36,16,4.6,4.4,4.4,3,5
21139,18.26,0,,,,1,5
71020,5.0,13,4.8,4.0,4.3,2,5
71021,5.0,16,4.4,4.2,4.5,2,5
70357,151.98,5,2.6,1.8,2.0,5,5
72006,71.3,3,4.0,4.0,4.3,5,5
72005,61.1,0,,,,1,5
72004,50.9,3,5.0,5.0,5.0,4,5
72003,35.6,0,,,,1,5
72002,25.4,1,5.0,3.0,4.0,3,5
72001,25.4,0,,,,1,5
70620,355.98,88,4.9,4.8,4.8,5,5
70618,202.98,52,4.9,4.8,4.7,5,5
70617,121.38,15,4.8,4.8,4.5,4,5
70616,96.8,6,4.8,4.7,4.8,4,5
70656,91.7,9,4.9,4.8,4.6,4,5
70632,91.7,11,4.5,4.4,4.7,4,5
70643,86.6,6,4.2,4.2,3.8,4,5
70615,86.6,19,4.2,4.6,3.6,4,5
70613,71.3,8,4.5,4.5,4.3,4,5
70614,71.3,8,5.0,4.6,4.7,4,5
