prod_id,list_price,num_reviews,star_rating,val_star_rating,play_star_rating,review_difficulty_id,country_id
10256,369.99,43,4.8,4.5,3.9,5,21
10260,169.99,62,4.6,4.3,4.4,5,21
10259,79.99,51,3.8,3.4,3.8,4,21
10255,279.99,99,4.8,4.5,4.7,5,21
10253,249.99,64,4.6,4.6,3.7,5,21
10214,239.99,228,4.8,4.6,4.2,5,21
10257,199.99,53,4.4,4.2,4.2,5,21
10247,199.99,91,4.9,4.7,4.9,5,21
10251,169.99,115,4.7,4.2,4.5,5,21
10243,159.99,202,4.9,4.7,4.7,5,21
10246,159.99,177,4.6,4.4,4.4,5,21
10258,139.99,53,4.6,4.3,4.1,4,21
10220,119.99,337,4.7,4.5,4.3,5,21
10252,99.99,66,4.9,4.7,4.5,4,21
10242,99.99,134,4.7,4.5,4.4,4,21
10254,99.99,77,4.3,4.1,4.3,4,21
70922,269.99,19,5.0,4.9,4.9,5,21
76087,129.99,13,3.7,3.0,4.1,4,21
71171,89.99,6,4.3,4.0,4.7,4,21
70923,79.99,9,4.8,3.5,4.4,4,21
76086,49.99,6,5.0,4.8,5.0,4,21
70921,49.99,5,3.2,2.6,3.2,4,21
76097,39.99,5,4.8,4.8,5.0,4,21
76098,29.99,6,4.8,4.5,4.5,3,21
70919,29.99,5,3.2,3.4,3.6,3,21
70920,29.99,11,4.7,4.6,4.9,4,21
10753,24.99,1,5.0,5.0,5.0,3,21
70918,19.99,2,4.5,4.0,4.0,1,21
76085,19.99,9,4.2,3.9,3.9,3,21
76096,19.99,1,5.0,5.0,5.0,4,21
41232,79.99,7,3.9,3.6,3.7,4,21
41230,24.99,4,4.5,4.3,5.0,3,21
41231,29.99,2,5.0,4.5,5.0,4,21
41233,14.99,2,4.0,5.0,4.5,4,21
76052,269.99,47,4.6,4.2,4.5,4,21
41239,99.99,0,,,,1,21
76055,79.99,11,4.3,3.9,4.2,4,21
76054,59.99,9,4.6,4.4,4.7,3,21
41238,59.99,0,,,,1,21
41237,44.99,1,5.0,5.0,5.0,4,21
76045,29.99,18,4.6,4.3,4.5,4,21
76075,29.99,7,4.7,4.8,5.0,3,21
76056,29.99,8,4.4,3.9,4.5,4,21
76025,19.99,32,4.8,4.7,4.6,3,21
41234,14.99,2,4.0,3.5,4.5,4,21
76044,12.99,30,4.3,4.4,4.3,3,21
76068,9.99,3,4.7,5.0,4.7,3,21
76069,9.99,1,5.0,5.0,5.0,3,21
76070,9.99,2,5.0,5.0,5.0,3,21
71287,14.99,0,,,,1,21
71343,14.99,1,5.0,5.0,4.0,3,21
71346,24.99,0,,,,1,21
71349,14.99,1,5.0,5.0,5.0,3,21
71255,24.99,2,4.0,3.5,3.5,3,21
71242,49.99,5,4.2,3.6,4.8,4,21
71264,44.99,2,4.5,3.5,4.5,3,21
71267,29.99,2,5.0,5.0,5.0,4,21
71248,29.99,6,4.5,3.4,4.2,3,21
71229,24.99,2,4.0,3.5,4.0,3,21
71235,24.99,11,3.2,3.7,3.4,4,21
71348,14.99,1,5.0,5.0,5.0,2,21
71266,14.99,2,5.0,5.0,5.0,4,21
71238,11.99,7,4.6,4.3,4.5,3,21
71218,11.99,3,4.3,3.7,4.0,3,21
71232,11.99,4,3.8,3.0,4.0,4,21
71040,349.99,171,4.7,4.5,4.5,5,21
71042,199.99,52,4.5,4.3,3.3,4,21
41148,79.99,5,4.0,3.8,4.0,4,21
41154,69.99,3,4.3,3.3,4.3,5,21
41153,49.99,3,4.3,3.3,4.3,4,21
41150,39.99,3,4.7,4.7,4.7,3,21
41152,39.99,3,4.3,4.3,4.7,3,21
41146,39.99,4,4.8,4.3,4.3,4,21
10744,34.99,2,5.0,4.5,5.0,4,21
41145,29.99,2,5.0,4.5,5.0,4,21
10736,24.99,3,4.7,4.7,4.7,4,21
10743,19.99,2,4.5,5.0,5.0,3,21
10742,19.99,2,3.0,3.0,2.5,3,21
41155,19.99,0,,,,1,21
41151,14.99,1,5.0,5.0,5.0,4,21
10730,9.99,8,4.0,3.9,3.9,2,21
10733,9.99,3,4.7,5.0,4.3,3,21
40307,9.99,1,5.0,4.0,4.0,3,21
40388,9.99,1,5.0,5.0,5.0,3,21
10732,9.99,1,5.0,5.0,5.0,1,21
10731,9.99,3,5.0,4.3,4.3,3,21
41066,29.99,11,4.0,3.8,4.3,3,21
41149,24.99,2,4.5,4.5,5.0,5,21
41142,19.99,1,5.0,5.0,5.0,2,21
41147,19.99,2,5.0,5.0,5.0,3,21
41144,9.99,0,,,,1,21
41143,5.99,0,,,,1,21
10880,29.99,0,,,,1,21
10879,19.99,1,5.0,,,1,21
10508,109.99,22,4.1,3.7,4.6,4,21
10805,99.99,8,5.0,4.8,4.9,3,21
10840,79.99,1,5.0,4.0,4.0,3,21
10869,59.99,0,,,,1,21
10836,59.99,0,,,,1,21
10813,49.99,1,5.0,5.0,5.0,4,21
10864,49.99,0,,,,1,21
10507,44.99,11,4.7,4.4,4.9,3,21
10835,39.99,0,,,,1,21
10844,39.99,0,,,,1,21
10841,39.99,0,,,,1,21
10846,39.99,3,5.0,4.5,5.0,3,21
10827,34.99,3,5.0,5.0,5.0,2,21
10834,29.99,2,5.0,5.0,5.0,4,21
10823,29.99,3,4.3,3.3,4.3,4,21
10857,29.99,1,5.0,4.0,5.0,3,21
10837,29.99,5,4.2,3.8,4.5,3,21
10876,29.99,0,,,,1,21
10863,29.99,0,,,,1,21
10878,29.99,1,5.0,5.0,5.0,2,21
10868,29.99,0,,,,1,21
10865,29.99,0,,,,1,21
10572,29.99,4,5.0,4.0,4.8,2,21
10592,24.99,2,5.0,5.0,5.0,2,21
10597,24.99,4,4.8,4.7,5.0,3,21
10839,24.99,0,,,,1,21
10845,24.99,6,2.2,3.2,2.2,4,21
10871,24.99,0,,,,1,21
10833,19.99,2,5.0,5.0,5.0,4,21
10847,19.99,5,5.0,4.8,5.0,3,21
10816,19.99,6,5.0,4.7,4.8,3,21
10812,19.99,2,5.0,5.0,5.0,4,21
10856,19.99,1,5.0,5.0,5.0,3,21
10867,19.99,0,,,,1,21
10877,19.99,1,4.0,4.0,3.0,1,21
10861,19.99,0,,,,1,21
10843,14.99,0,,,,1,21
10832,14.99,0,,,,1,21
10809,14.99,1,4.0,3.0,3.0,3,21
10862,14.99,0,,,,1,21
2304,14.99,15,4.0,3.3,4.4,3,21
10838,9.99,2,5.0,5.0,5.0,2,21
10870,9.99,0,,,,1,21
10858,9.99,0,,,,1,21
10851,4.99,0,,,,1,21
10859,4.99,0,,,,1,21
10860,4.99,0,,,,1,21
10608,29.99,1,5.0,5.0,5.0,4,21
10607,14.99,3,3.7,2.5,3.0,3,21
10820,59.99,2,3.5,4.0,3.0,2,21
10804,49.99,2,4.5,4.0,4.5,3,21
10855,34.99,0,,,,1,21
10606,29.99,0,,,,1,21
10822,29.99,2,5.0,4.5,5.0,2,21
10817,29.99,0,,,,1,21
10828,24.99,0,,,,1,21
10590,19.99,3,5.0,4.7,5.0,3,21
10616,19.99,3,5.0,4.7,4.7,3,21
10818,19.99,0,,,,1,21
10615,14.99,3,5.0,4.7,5.0,2,21
10801,9.99,4,5.0,4.3,4.3,3,21
10808,9.99,1,5.0,5.0,5.0,2,21
10831,9.99,0,,,,1,21
10849,4.99,0,,,,1,21
10852,4.99,2,5.0,5.0,4.5,2,21
10850,4.99,2,5.0,5.0,4.5,3,21
41188,69.99,1,5.0,,,1,21
41194,59.99,2,4.5,3.0,5.0,1,21
41187,49.99,6,4.3,4.2,4.5,4,21
41193,39.99,2,5.0,4.5,4.5,4,21
41183,29.99,8,4.3,4.4,4.3,4,21
41192,29.99,2,4.0,3.5,4.0,4,21
41191,19.99,2,5.0,5.0,5.0,4,21
41186,19.99,2,5.0,3.5,5.0,4,21
41190,14.99,2,5.0,5.0,5.0,3,21
41185,59.99,3,5.0,4.5,5.0,4,21
41181,9.99,3,5.0,5.0,5.0,3,21
41182,19.99,4,4.5,5.0,5.0,4,21
41318,99.99,4,4.8,4.0,5.0,4,21
41314,69.99,8,4.1,3.3,4.6,4,21
41317,69.99,2,4.5,5.0,5.0,5,21
41340,69.99,7,4.1,4.0,4.6,4,21
41324,59.99,3,3.7,3.7,3.3,4,21
41339,54.99,0,,,,1,21
41313,49.99,6,4.5,4.0,4.8,3,21
41338,44.99,1,4.0,1.0,4.0,4,21
41320,39.99,0,,,,1,21
41323,39.99,4,5.0,4.5,5.0,4,21
41325,39.99,3,3.7,3.0,4.0,5,21
41336,32.99,3,2.7,3.3,4.7,4,21
41335,29.99,2,5.0,5.0,5.0,5,21
41322,29.99,2,4.5,4.5,5.0,4,21
41316,29.99,1,5.0,5.0,5.0,3,21
41311,29.99,7,4.1,3.7,3.8,3,21
41319,24.99,3,4.0,4.0,5.0,3,21
41334,24.99,1,5.0,5.0,5.0,4,21
41333,19.99,1,5.0,5.0,5.0,1,21
41332,19.99,0,,,,1,21
10749,19.99,0,,,,1,21
41315,19.99,4,4.5,4.8,5.0,3,21
41330,14.99,0,,,,1,21
41329,14.99,1,4.0,2.0,5.0,3,21
10748,9.99,2,5.0,4.0,5.0,2,21
41328,9.99,2,5.0,5.0,4.5,3,21
41327,9.99,3,3.0,2.7,2.3,4,21
40171,12.99,2,5.0,5.0,5.0,4,21
41124,29.99,5,5.0,5.0,5.0,4,21
41132,29.99,5,2.8,1.8,2.8,3,21
41128,19.99,8,4.5,4.5,4.3,4,21
41303,4.99,1,5.0,5.0,5.0,1,21
41130,99.99,17,4.8,4.5,4.8,4,21
41134,79.99,5,2.8,2.4,3.8,3,21
41126,59.99,5,5.0,5.0,5.0,4,21
41312,39.99,3,4.7,4.5,4.5,4,21
41326,29.99,18,2.6,2.6,2.7,3,21
41300,19.99,0,,,,1,21
41310,19.99,1,4.0,5.0,4.0,3,21
41301,14.99,1,4.0,4.0,4.0,1,21
41127,14.99,6,4.3,4.0,3.8,4,21
41306,9.99,1,4.0,5.0,3.0,3,21
41309,9.99,0,,,,1,21
41123,9.99,2,5.0,4.5,4.5,3,21
41302,4.99,1,5.0,5.0,5.0,3,21
75827,349.99,130,4.8,4.7,4.7,5,21
75828,59.99,24,4.8,4.3,4.6,4,21
21313,69.99,83,4.5,4.2,3.7,4,21
21314,34.99,30,4.4,3.7,4.1,3,21
21310,149.99,79,5.0,4.7,4.8,4,21
21309,119.99,367,4.9,4.9,4.6,5,21
21308,49.99,23,3.3,2.7,3.6,3,21
21312,24.99,33,4.6,4.5,4.4,3,21
21307,79.99,51,4.1,4.0,3.3,4,21
10758,49.99,0,,,,1,21
10761,29.99,0,,,,1,21
10757,24.99,0,,,,1,21
10760,24.99,0,,,,1,21
10756,19.99,0,,,,1,21
10759,19.99,0,,,,1,21
10745,49.99,1,5.0,5.0,5.0,5,21
10734,29.99,2,5.0,4.0,5.0,1,21
10746,19.99,2,5.0,4.5,5.0,3,21
10754,19.99,1,4.0,4.0,5.0,1,21
10739,19.99,2,4.5,4.0,4.5,3,21
10740,19.99,1,4.0,,,3,21
10755,19.99,0,,,,1,21
10738,14.99,2,5.0,5.0,5.0,4,21
10737,14.99,2,4.5,4.0,4.0,3,21
10747,29.99,1,5.0,4.0,5.0,4,21
10687,29.99,5,4.2,3.8,4.4,2,21
10725,29.99,1,4.0,4.0,4.0,2,21
10735,19.99,3,5.0,4.7,5.0,3,21
10722,14.99,0,,,,1,21
10726,12.99,2,3.0,3.0,4.0,2,21
10723,14.99,1,5.0,5.0,5.0,3,21
10720,9.99,0,,,,1,21
75930,129.99,2,5.0,4.0,5.0,3,21
75929,79.99,1,5.0,,,1,21
75933,69.99,0,,,,1,21
75932,39.99,4,5.0,4.3,4.8,4,21
75931,39.99,1,4.0,3.0,3.0,3,21
75928,39.99,0,,,,1,21
75927,29.99,2,5.0,4.5,4.5,4,21
75926,19.99,1,4.0,2.0,3.0,3,21
76105,119.99,52,3.8,4.0,3.2,4,21
76108,99.99,7,5.0,4.8,4.8,4,21
76107,69.99,17,4.7,4.2,4.9,4,21
76103,39.99,3,4.0,3.7,3.7,4,21
76104,29.99,13,4.8,4.7,4.7,3,21
76102,19.99,10,4.4,4.9,4.4,3,21
76101,14.99,13,4.8,4.8,4.2,3,21
76088,59.99,6,4.3,4.0,4.7,4,21
76078,59.99,7,3.7,2.3,4.1,3,21
76084,49.99,6,4.3,4.5,4.8,3,21
76083,39.99,23,4.6,3.9,4.4,4,21
76100,29.99,7,4.7,4.8,4.7,4,21
76077,29.99,10,4.6,4.3,4.8,3,21
76099,19.99,6,4.7,5.0,4.4,3,21
76082,19.99,9,3.9,4.2,3.9,3,21
76076,19.99,10,3.7,3.9,3.9,3,21
76091,9.99,2,3.5,3.0,3.5,3,21
76090,9.99,0,,,,1,21
76089,9.99,0,,,,1,21
76071,9.99,1,4.0,5.0,5.0,2,21
76080,29.99,12,4.8,4.3,4.3,4,21
76067,29.99,14,4.8,4.6,4.7,3,21
76060,29.99,15,4.5,4.5,3.8,4,21
76079,19.99,9,4.4,4.8,4.3,3,21
76029,12.99,25,4.5,4.4,4.2,2,21
76072,9.99,10,4.4,4.6,4.4,2,21
76073,9.99,4,4.0,4.5,4.3,3,21
31313,349.99,38,4.3,3.7,4.4,5,21
45500,197.99,1,4.0,3.0,5.0,4,21
45501,88.99,6,4.3,3.0,4.0,2,21
45506,41.99,1,5.0,5.0,5.0,2,21
45505,31.99,0,,,,1,21
45509,31.99,0,,,,1,21
45508,31.99,3,5.0,3.3,5.0,4,21
45517,29.99,2,4.0,2.5,5.0,2,21
45502,26.99,2,5.0,5.0,5.0,1,21
45503,21.99,1,5.0,,5.0,3,21
45507,21.99,0,,,,1,21
45514,16.99,0,,,,1,21
45504,31.99,4,3.5,4.0,3.0,5,21
21137,249.99,11,4.5,4.2,4.3,5,21
21136,119.99,2,5.0,4.0,5.0,3,21
21134,69.99,7,4.1,3.7,4.0,4,21
21135,59.99,1,5.0,5.0,5.0,5,21
21144,49.99,4,4.8,4.3,4.7,3,21
21143,39.99,1,5.0,5.0,5.0,4,21
21142,29.99,0,,,,1,21
21130,29.99,6,4.7,4.2,4.2,3,21
21140,19.99,4,4.5,5.0,4.5,4,21
21141,19.99,2,5.0,4.5,5.0,4,21
21123,19.99,16,4.6,4.4,4.4,3,21
21129,19.99,5,4.6,4.8,5.0,4,21
21139,14.99,0,,,,1,21
21138,14.99,4,4.3,2.7,5.0,3,21
21122,79.99,14,3.5,2.2,3.6,3,21
21125,69.99,14,4.7,4.7,4.6,4,21
21124,59.99,6,5.0,4.5,4.8,4,21
21121,59.99,15,4.8,4.5,4.8,4,21
21126,39.99,3,5.0,4.5,4.5,4,21
21119,19.99,16,3.4,3.3,3.1,4,21
71021,3.99,14,4.6,4.3,4.5,2,21
71020,3.99,13,4.8,4.0,4.3,2,21
71019,3.99,22,4.3,4.1,4.3,2,21
71018,3.99,26,4.1,3.3,4.3,2,21
70357,129.99,5,2.6,1.8,2.0,5,21
72006,59.99,3,4.0,4.0,4.3,5,21
72005,49.99,0,,,,1,21
72004,39.99,3,5.0,5.0,5.0,4,21
72003,29.99,0,,,,1,21
72002,19.99,1,5.0,3.0,4.0,3,21
72001,19.99,0,,,,1,21
70358,24.99,1,5.0,5.0,5.0,4,21
70365,9.99,2,4.0,4.0,3.5,1,21
70347,9.99,1,4.0,4.0,4.0,1,21
70317,99.99,17,4.9,4.9,4.9,5,21
70352,89.99,3,5.0,4.7,5.0,4,21
70322,69.99,3,5.0,5.0,5.0,4,21
70355,59.99,1,5.0,4.0,5.0,4,21
70354,39.99,1,5.0,,,1,21
70321,49.99,2,5.0,4.5,4.5,5,21
70359,24.99,2,4.5,4.0,4.5,3,21
70350,29.99,1,4.0,3.0,4.0,4,21
70349,19.99,2,4.5,4.0,4.5,4,21
70348,19.99,1,5.0,5.0,5.0,2,21
70313,19.99,3,4.7,4.7,4.7,4,21
70361,14.99,0,,,,1,21
70362,9.99,0,,,,1,21
70366,9.99,0,,,,1,21
70364,9.99,1,4.0,2.0,5.0,2,21
70339,9.99,2,4.0,4.0,4.0,2,21
70337,9.99,2,3.5,4.0,3.5,3,21
70363,9.99,0,,,,1,21
70336,9.99,0,,,,1,21
70338,9.99,1,5.0,4.0,5.0,2,21
853516,14.99,0,,,,1,21
70372,3.99,8,3.4,3.3,3.1,2,21
70618,159.99,52,4.9,4.8,4.7,5,21
70620,299.99,88,4.9,4.8,4.8,5,21
70617,99.99,15,4.8,4.8,4.5,4,21
70632,89.99,11,4.5,4.4,4.7,4,21
70656,79.99,9,4.9,4.8,4.6,4,21
70616,79.99,6,4.8,4.7,4.8,4,21
70643,69.99,6,4.2,4.2,3.8,4,21
70615,69.99,19,4.2,4.6,3.6,4,21
70613,59.99,8,4.5,4.5,4.3,4,21
70614,59.99,8,5.0,4.6,4.7,4,21
70642,49.99,2,4.0,4.5,4.5,4,21
70631,49.99,7,4.3,5.0,4.7,4,21
70612,49.99,29,4.7,4.5,4.6,4,21
70640,39.99,0,,,,1,21
70641,39.99,4,4.8,4.3,4.3,5,21
70639,29.99,3,4.7,4.3,5.0,4,21
70611,29.99,21,4.5,4.8,4.6,4,21
70608,29.99,10,4.0,3.6,3.5,3,21
70609,29.99,6,4.3,4.2,4.4,3,21
70610,29.99,7,4.6,4.6,4.2,4,21
70638,19.99,3,5.0,5.0,5.0,4,21
70629,19.99,8,3.6,4.1,4.1,3,21
70607,19.99,18,4.6,4.5,4.6,3,21
70628,9.99,1,5.0,5.0,5.0,2,21
70633,9.99,0,,,,1,21
70635,9.99,1,4.0,3.0,4.0,2,21
70637,9.99,2,5.0,3.5,5.0,3,21
70606,9.99,11,4.7,4.8,4.5,3,21
70634,9.99,0,,,,1,21
70636,9.99,0,,,,1,21
70605,79.99,8,4.5,4.1,4.6,4,21
70592,39.99,6,4.8,4.8,4.8,4,21
70624,29.99,5,4.6,4.0,4.2,4,21
70623,29.99,7,4.6,4.1,4.4,4,21
70603,29.99,8,4.0,4.1,3.9,4,21
70601,19.99,12,4.2,3.8,4.1,3,21
70621,9.99,7,4.7,4.8,4.3,3,21
2000431,754.99,8,3.4,2.9,3.7,4,21
2000409,484.99,2,5.0,5.0,5.0,3,21
2000414,36.99,10,3.9,3.3,3.9,3,21
2000430,789.99,7,4.6,3.6,4.7,3,21
75889,99.99,2,5.0,4.5,5.0,4,21
75888,29.99,4,4.8,4.8,5.0,4,21
75884,14.99,9,4.9,4.8,4.8,3,21
75886,14.99,3,5.0,5.0,5.0,3,21
75885,14.99,13,4.5,4.5,4.5,4,21
75883,99.99,8,4.6,4.3,4.6,4,21
75881,29.99,12,4.8,4.4,4.5,3,21
75887,14.99,3,5.0,5.0,5.0,3,21
75877,14.99,12,4.6,4.4,4.5,3,21
75880,14.99,10,4.9,4.7,4.7,3,21
75879,14.99,11,4.7,4.7,4.8,3,21
75878,14.99,19,4.9,4.8,4.7,3,21
75871,14.99,28,4.4,4.4,4.5,3,21
75872,14.99,9,4.7,4.9,4.9,4,21
75212,169.99,4,4.0,3.8,4.0,4,21
75211,69.99,7,4.7,3.7,5.0,4,21
75210,39.99,2,4.5,3.5,4.0,3,21
75208,29.99,5,4.4,4.2,4.4,3,21
75209,29.99,4,4.8,4.3,4.5,3,21
75537,29.99,0,,,,1,21
75536,24.99,2,5.0,4.5,4.0,3,21
75535,24.99,0,,,,1,21
75206,14.99,3,4.0,4.3,4.0,2,21
75207,14.99,4,5.0,4.0,4.3,2,21
