prod_id,set_name,theme_id,piece_count,age_min,age_max
71246,Adventure Time™ Team Pack,13,96,7.0,14.0
71344,Excalibur Batman™ Fun Pack,13,57,7.0,14.0
71251,A-Team™ Fun Pack,13,73,7.0,14.0
71234,Sensei Wu Fun Pack,13,58,7.0,14.0
71240,Bane™ Fun Pack,13,52,7.0,14.0
71286,Knight Rider™ Fun Pack,13,55,7.0,14.0
10854,LEGO® DUPLO® Creative Box,14,120,2.0,5.0
10848,My First Bricks,14,80,1.5,3.0
9843,Touch Sensor,25,1,8.0,99.0
70751,Temple of Airjitzu,30,2028,14.0,99.0
75175,A-Wing Starfighter™,35,358,8.0,14.0
71217,Zane Fun Pack,13,45,7.0,14.0
71203,Portal® 2 Level Pack,13,85,7.0,14.0
71221,Wicked Witch™ Fun Pack,13,38,7.0,14.0
